,Name,Street Address,Location,Type,Reviews,No of Reviews,Comments,Contact Number,Trip_advisor Url,Menu
346,P.F. Chang's,3000 184th St SW Ste 912,"Lynnwood, WA 98037","$$ - $$$, Asian, Chinese, Vegetarian Friendly",4 of 5 bubbles,234 reviews,"The menu was far too limited.  Hoping this was just a ""special occasion"" menu because lots of my favorites were missing.",+1 425-921-2100,https://www.tripadvisor.com//Restaurant_Review-g58578-d916247-Reviews-P_F_Chang_s-Lynnwood_Washington.html,Check The Website for a Menu
347,Red Lobster,4231 196th St SW,"Lynnwood, WA 98036-6718","$$ - $$$, American, Seafood",4 of 5 bubbles,246 reviews,"store 0481 Lynwood, We came in on Friday January 24th for our 17th wedding anniversary.  I had called prior to coming in because I have a severe pepper allergy and that spice is used in just about everything, so I called to make sure it...More",+1 425-672-1137,https://www.tripadvisor.com//Restaurant_Review-g58578-d464051-Reviews-Red_Lobster-Lynnwood_Washington.html,Check The Website for a Menu
348,Mod Pizza,2902 164th St SW,"Lynnwood, WA 98087-3201","$, Pizza, Vegetarian Friendly",4.5 of 5 bubbles,54 reviews,"This is the 4th Mod Pizza we have eaten in and they have all been delicious,  Restaurant was clean, staff was friendly,, pizza was good and they even have a gluten free crust for my husband.  Would eat here again.",+1 425-745-2209,https://www.tripadvisor.com//Restaurant_Review-g58578-d3452391-Reviews-Mod_Pizza-Lynnwood_Washington.html,https://modpizza.com/menu/
349,Isarn Thai Soul Kitchen,18530 33rd Ave W,"Lynnwood, WA 98037-4775","$$ - $$$, Asian, Thai, Vegetarian Friendly",4.5 of 5 bubbles,25 reviews,"Saw the reviews & happened to be in the near area, so decided to give it a try. The food is fantastic!! The fried chicken, green papaya salad, sticky rice, and the fried rice are amazing - It is authentic in its use of spices,...More",+1 425-697-3111,https://www.tripadvisor.com//Restaurant_Review-g58578-d11905185-Reviews-Isarn_Thai_Soul_Kitchen-Lynnwood_Washington.html,Check The Website for a Menu
350,Old Spaghetti Factory,2509 196th St SW,"Lynnwood, WA 98036-6918","$$ - $$$, Italian, Vegetarian Friendly",3.5 of 5 bubbles,203 reviews,"Great pasta, friendly staff and the meatballs are top notch! Ate at the bar and was served fast - Highly recommend!",+1 425-672-7006,https://www.tripadvisor.com//Restaurant_Review-g58578-d464053-Reviews-Old_Spaghetti_Factory-Lynnwood_Washington.html,https://www.osf.com/menu/
351,The Rock Wood Fired Pizza,4010 196th St SW,"Lynnwood, WA 98036-6715","$$ - $$$, Bar, Pizza, Pub",4 of 5 bubbles,132 reviews,There are things about this place that I absolutely adored. The service is so friendly that you want to invite them to sit and have a beer with you. The setting is truly funkmeister with lots of partially demolished brick walls and a phenomenal fabric...More,+1 425-697-6007,https://www.tripadvisor.com//Restaurant_Review-g58578-d859656-Reviews-The_Rock_Wood_Fired_Pizza-Lynnwood_Washington.html,http://www.therockwfp.com/menu/
352,Stricker's Cafe,19820 40th Ave W,"Lynnwood, WA 98036-6733","$, American, Cafe, Diner",4 of 5 bubbles,65 reviews,Was looking for a new breakfast place to go for our family Sunday breakfast. Came across this from other reviews. This place is open 7 days a week 7-8am to 3pm. It serves both breakfast and lunch items. Portions are large in size and reasonably...More,+1 425-672-8309,https://www.tripadvisor.com//Restaurant_Review-g58578-d837435-Reviews-Stricker_s_Cafe-Lynnwood_Washington.html,Check The Website for a Menu
353,Moonshine Bbq,4911 196th St SW,"Lynnwood, WA 98036-6404","$$ - $$$, American, Barbecue, Bar",4 of 5 bubbles,82 reviews,We weren't exactly looking for BBQ but when we drove by it looked like a good idea. It's a small place with limited seating but the food was good and the beer was cold. My wife and I split a two meat plate. She took...More,+1 425-582-0407,https://www.tripadvisor.com//Restaurant_Review-g58578-d6672963-Reviews-Moonshine_Bbq-Lynnwood_Washington.html,Check The Website for a Menu
354,Hops n Drops,19702 Highway 99,"Lynnwood, WA 98036-6040","$$ - $$$, American, Bar, Vegetarian Friendly",4 of 5 bubbles,67 reviews,Another sports bar without good food.  I’m hoping the drinks are good but that’s not why we went there.,+1 425-245-7901,https://www.tripadvisor.com//Restaurant_Review-g58578-d7018340-Reviews-Hops_n_Drops-Lynnwood_Washington.html,https://hopsndrops.com/menus/
355,Talay Thai Restaurant,4520 200th St SW Ste 208A,"Lynnwood, WA 98036-6636","$$ - $$$, Asian, Thai, Vegetarian Friendly",4.5 of 5 bubbles,46 reviews,"Always a great place to eat Thai food.  In a strip mall, but great location ... for now.  I read it will be relocating within the next few months to make way for the light rail system - not sure where they will be relocating...More",+1 425-670-1340,https://www.tripadvisor.com//Restaurant_Review-g58578-d464046-Reviews-Talay_Thai_Restaurant-Lynnwood_Washington.html,Check The Website for a Menu
356,H Mart Food Court,3301 184th St SW,"Lynnwood, WA 98037-4797","$, Japanese, Asian, Korean",4.5 of 5 bubbles,28 reviews,"Good quality, good price, good food at a food court!  Real dishes are used if you eat in so you have to clear your own dishes after eating.  From Oshima we had chirashi bowl, udon with sashimi/spicy tuna roll, baked scallop roll, rainbow roll -...More",+1 425-776-0858,https://www.tripadvisor.com//Restaurant_Review-g58578-d4128684-Reviews-H_Mart_Food_Court-Lynnwood_Washington.html,Check The Website for a Menu
357,Sparta's Pizza & Pasta House,17630 Highway 99,"Lynnwood, WA 98037-3611","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4 of 5 bubbles,64 reviews,I ordered baked lasagne and all it was were noodles tomato sauce and cheese on top. Supposed to be in a meat sauce but didn’t see it or even taste any meat. It was also sweet. It had sugar and a hint of cinnamon not...More,+1 425-745-1880,https://www.tripadvisor.com//Restaurant_Review-g58578-d464150-Reviews-Sparta_s_Pizza_Pasta_House-Lynnwood_Washington.html,Check The Website for a Menu
358,Budapest Bistro,12900 Mukilteo Speedway,"Lynnwood, WA","$$ - $$$, German, European, Eastern European",4.5 of 5 bubbles,43 reviews,"Well, today's lunch was not a good experience. The ""chicken noodle"" soup didn't have any noodles, the cabbage roll was not hot and didn't have much flavor, the ""pan fried"" potatoes that came with it were soggy and also didn't have much flavor. The bread...More",+1 425-513-9846,https://www.tripadvisor.com//Restaurant_Review-g58578-d2188123-Reviews-Budapest_Bistro-Lynnwood_Washington.html,Check The Website for a Menu
359,Royal India Restaurant,7531 196th St SW,"Lynnwood, WA 98036-5079","$$ - $$$, Indian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,34 reviews,"My husband and I love this restaurant. We have been going here for a while now. The food is amazing, the staff is friendly and knew who we were by our second trip, and the atmosphere is romantic. My favorite dish is the butter chicken...More",+1 425-967-3636,https://www.tripadvisor.com//Restaurant_Review-g58578-d3834608-Reviews-Royal_India_Restaurant-Lynnwood_Washington.html,https://royalindiacuisine.com/menu/
360,Cask & Trotter / Lynnwood,18411 Highway 99,"Lynnwood, WA 98037-4456","$$ - $$$, American, Bar, Barbecue",4 of 5 bubbles,38 reviews,This restaurant is very shop worn and dirty. Service slow but acceptable. We had a poorly executed wedge salad (really just a low cost blue cheese dressing and iceberg lettuce) and mediocre (at best) hamburger. Even for Lynnwood this place is below average. Poor food...More,+1 425-967-5245,https://www.tripadvisor.com//Restaurant_Review-g58578-d10055353-Reviews-Cask_Trotter_Lynnwood-Lynnwood_Washington.html,Check The Website for a Menu
361,Todo Mexico,4926 196th St SW,"Lynnwood, WA 98036-6405","$$ - $$$, Mexican",4 of 5 bubbles,62 reviews,This is maybe my fourth time here.  I love it do much I came alone while in the area for family.  Great chips. Really yummy salsa.  They also bring refried beans and a zesty raw veggie topping with it.  Ad a side the refried beans...More,+1 425-778-2180,https://www.tripadvisor.com//Restaurant_Review-g58578-d1894683-Reviews-Todo_Mexico-Lynnwood_Washington.html,Check The Website for a Menu
362,Bazille,3200 184th St SW,"Lynnwood, WA 98037","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,38 reviews,"Bazille is worth the parking and the Mall hassle.
Note that you have to pass through a section of women's clothing for sale that is so expensive it's almost laughable.  Including, on the evening we were there, an $800 little number that I swear looks...More",+1 425-329-2108,https://www.tripadvisor.com//Restaurant_Review-g58578-d1080450-Reviews-Bazille-Lynnwood_Washington.html,Check The Website for a Menu
363,P F Chang's,Alderwood Mall,"Lynnwood, WA","$$ - $$$, Chinese, Asian, Gluten Free Options",4 of 5 bubbles,49 reviews,Came here to meet a friend and I was pleased with how it went - very friendly bartender who made sure I was aware of the happy hour specials and he made a great Mai-Tai. We made our way to the restaurant and had some...More,+1 425-921-2100,https://www.tripadvisor.com//Restaurant_Review-g58578-d3193797-Reviews-P_F_Chang_s-Lynnwood_Washington.html,https://www.pfchangs.com/menu?utm_source=web&utm_medium=navigation&utm_content=main_nav
364,Taqueria El Rinconsito,19409 36th Ave W,"Lynnwood, WA 98036-5711","$, Mexican, Latin",4.5 of 5 bubbles,23 reviews,We are here visiting our son on our annual August visit.  We spent the day at the beach with our son and his friends and returning to the hotel Labor Day evening were hungry so we decided to give this restaurant a try based on...More,+1 425-778-5180,https://www.tripadvisor.com//Restaurant_Review-g58578-d4645732-Reviews-Taqueria_El_Rinconsito-Lynnwood_Washington.html,http://www.elrinconsito.com/index.php/menus/menu
365,Cafe Juanita,9702 NE 120th Pl,"Kirkland, WA 98034-4206","$$$$, Italian, Contemporary, Vegetarian Friendly",4.5 of 5 bubbles,333 reviews,"During my frequent visits to Seattle, I had not eaten at this restaurant for few years, provably because of its distance. I went back this month and the experience was once again excellent. The charm of the place and the setting are the same wonderful...More",+1 425-823-1505,https://www.tripadvisor.com//Restaurant_Review-g58541-d433224-Reviews-Cafe_Juanita-Kirkland_Washington.html,Check The Website for a Menu
366,Deru Market,723 9th Ave,"Kirkland, WA 98033-5662","$$ - $$$, American, Cafe, Vegetarian Friendly",4.5 of 5 bubbles,231 reviews,"Very good and expensive food. I guess you can't have everything and you get what you pay for is true:) If you can't find parking, means there's a long wait. Tables very close to each other (no privacy)",+1 425-298-0268,https://www.tripadvisor.com//Restaurant_Review-g58541-d3485437-Reviews-Deru_Market-Kirkland_Washington.html,https://www.derumarket.com/2010/10/11/menu/
367,Lynn's Bistro,214 Central Way,"Kirkland, WA 98033-6168","$$ - $$$, French, International, European",4.5 of 5 bubbles,171 reviews,"Four of us for dinner.  All of us ordered the seafood ravioli which were like little ethereal pillows.  So good.  Also had seared foie with toast points that was excellent.  Crab cakes are huge, but a bit bland for me.  Someone else had duck with...More",+1 425-889-2808,https://www.tripadvisor.com//Restaurant_Review-g58541-d444322-Reviews-Lynn_s_Bistro-Kirkland_Washington.html,Check The Website for a Menu
368,Cactus Restaurant,121 Park Ln,"Kirkland, WA 98033-6114","$$ - $$$, Mexican, Southwestern, Latin",4.5 of 5 bubbles,463 reviews,"Joined friends for a late lunch.  Our first time; their second.  Noise was loud when we arrived, but it became quieter.  Good variety from which to choose - not sure of what some of it was!  Surprised they didn't bring chips & salsa - had...More",+1 425-893-9799,https://www.tripadvisor.com//Restaurant_Review-g58541-d463624-Reviews-Cactus_Restaurant-Kirkland_Washington.html,Check The Website for a Menu
369,Cafe Veloce,12514 120th Ave NE,"Kirkland, WA 98034-7501","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4.5 of 5 bubbles,181 reviews,"I really don't enjoy Italian places since I a gluten free, but there are very accommodating.  There is gluten free penne pasta with any of their pasta meals, gluten free pizza crust and knowledgable employees.  I settled on soup and salad, but the rest of...More",+1 425-814-2972,https://www.tripadvisor.com//Restaurant_Review-g58541-d433214-Reviews-Cafe_Veloce-Kirkland_Washington.html,Check The Website for a Menu
370,Anthony's HomePort,135 Lake St S,"Kirkland, WA 98033-6468","$$ - $$$, American, Seafood, Vegetarian Friendly",4 of 5 bubbles,413 reviews,The 3 course menu for $25 is available anytime in January which is a good deal. The salmon dip and northwest duet were good. However the salmon dip was only accompanied by a couple of crackers and slices of apple. The hot fudge sundae for...More,+1 425-822-0225,https://www.tripadvisor.com//Restaurant_Review-g58541-d463622-Reviews-Anthony_s_HomePort-Kirkland_Washington.html,Check The Website for a Menu
371,Isarn Thai Soul Kitchen,170 Lake St S,"Kirkland, WA 98033-6418","$$ - $$$, Asian, Thai, Vegetarian Friendly",4.5 of 5 bubbles,150 reviews,We think the tastes on their menu are something special. This is not your usual Asian restaurant!  Always crowded when we go and worth the wait.,+1 425-298-4429,https://www.tripadvisor.com//Restaurant_Review-g58541-d6017764-Reviews-Isarn_Thai_Soul_Kitchen-Kirkland_Washington.html,Check The Website for a Menu
372,Ristorante Paradiso,120 Park Ln,"Kirkland, WA 98033-3717","$$ - $$$, Italian, Vegetarian Friendly, Gluten Free Options",4.5 of 5 bubbles,189 reviews,We live part time in Italy and are tough critics of many Italian restaurants in the US.  Paradise surprised us with two excellent dishes that would have been very good in Italy.  The pasta with cream sauce and sausage was super.  Very rich and creamy...More,+1 425-889-8601,https://www.tripadvisor.com//Restaurant_Review-g58541-d464228-Reviews-Ristorante_Paradiso-Kirkland_Washington.html,Check The Website for a Menu
373,Volterra Kirkland,121 Kirkland Ave,"Kirkland, WA 98033-6504","$$ - $$$, Italian, Vegetarian Friendly, Gluten Free Options",4 of 5 bubbles,178 reviews,"Warm and intimate spot
Food was very good, but oddly SUPER salty
We are not sensitive to that thankfully, both of us were surprised at how salty salads and pasta were
Other than that really delicious",425-202-7201,https://www.tripadvisor.com//Restaurant_Review-g58541-d3599338-Reviews-Volterra_Kirkland-Kirkland_Washington.html,Check The Website for a Menu
374,Le Grand Bistro Americain,2220 Carillon Point,"Kirkland, WA 98033-7446","$$ - $$$, French, Gluten Free Options, Vegetarian Friendly",4 of 5 bubbles,238 reviews,This is one of my favorite restaurants in KIRKLAND. great view over Carillon marina and Lake Washington. Always had excellent service. Love their French onion soup.,+1 425-828-7778,https://www.tripadvisor.com//Restaurant_Review-g58541-d2292707-Reviews-Le_Grand_Bistro_Americain-Kirkland_Washington.html,Check The Website for a Menu
375,Beach House Bar and Grill,6023 Lake Washington Blvd NE,"Kirkland, WA 98033-6807","$$ - $$$, American, Bar, Seafood",4 of 5 bubbles,209 reviews,Wonderful views from nearly every table - great bar and beers.  It’s not Fine dining but food that is offered is excellent and fairly priced.,+1 425-968-5587,https://www.tripadvisor.com//Restaurant_Review-g58541-d2177826-Reviews-Beach_House_Bar_and_Grill-Kirkland_Washington.html,Check The Website for a Menu
376,Beach Cafe,1170 Carillon Pt,"Kirkland, WA 98033-7412","$$ - $$$, Seafood, American, Bar",4 of 5 bubbles,344 reviews,"This is the second time I’ve eaten there and my first brunch. A total WOW! The scenery is absolutely stunning of Lake Washington, the Kirkland Marina and off in the distance Some of Seattle and the old Sand Point Navel Air Station. And each of...More",+1 425-889-0303,https://www.tripadvisor.com//Restaurant_Review-g58541-d518235-Reviews-Beach_Cafe-Kirkland_Washington.html,Check The Website for a Menu
377,George's Place,108 Kirkland Ave,"Kirkland, WA 98033-6504","$$ - $$$, American, Greek, Vegetarian Friendly",4 of 5 bubbles,152 reviews,"One of those iconic places that never goes out of style. They sell quality food in spotless surroundings and the service is good, but not great.  We've only tried the breakfast menu and the omelette's are especially good.  Try the locally-grown, sliced tomatoes instead of...More",+1 425-827-6622,https://www.tripadvisor.com//Restaurant_Review-g58541-d490759-Reviews-George_s_Place-Kirkland_Washington.html,Check The Website for a Menu
378,Izumi,12539 116th Ave NE,"Kirkland, WA 98034-4310","$$ - $$$, Japanese, Seafood, Sushi",4.5 of 5 bubbles,106 reviews,"Located in a strip mall, Izumi does’nt really stand out from outside.  Inside, it is clean and functional - and frequented by Japanese folks - always a good sign.  We were ushered to our table by a lovely lady in a kimono.  Food was good,...More",+1 425-821-1959,https://www.tripadvisor.com//Restaurant_Review-g58541-d433218-Reviews-Izumi-Kirkland_Washington.html,Check The Website for a Menu
379,Bottle & Bull,105 Lake St S,"Kirkland, WA 98033-6419","$$ - $$$, Bar, Italian, American",4.5 of 5 bubbles,69 reviews,"A casual meeting place with a good mixed drinks menu and nice selection of entrees and appetizers.  My wife is a vegetarian and she found options, which is always nice.  They make a great Manhattan.",+1 425-298-4972,https://www.tripadvisor.com//Restaurant_Review-g58541-d7649721-Reviews-Bottle_Bull-Kirkland_Washington.html,http://www.bottle-bull.com#menus
380,Hector's,112 Lake St S,"Kirkland, WA 98033-6400","$$ - $$$, American, Bar, Vegetarian Friendly",4 of 5 bubbles,224 reviews,Had a large group. I ate the fish n chips which I was not impressed with. Left most of it there. Very bland and no flavor. The Nutty Manhattan was outstanding,+1 425-827-4811,https://www.tripadvisor.com//Restaurant_Review-g58541-d451237-Reviews-Hector_s-Kirkland_Washington.html,Check The Website for a Menu
381,KathaKali Indian Eatery,11451 98th Ave NE,"Kirkland, WA 98033-4325","$$ - $$$, Indian, Asian, Vegetarian Friendly",4.5 of 5 bubbles,44 reviews,"We thoroughly enjoyed our Valentine’s Weekend dinner here!  We’d been advised by a friend to arrive early on a weekend, so we arrived as they opened for the dinner service @ 5:30 (they don’t accept weekend reservations).  By 6:00 pm there was a line of...More",+1 425-821-8188,https://www.tripadvisor.com//Restaurant_Review-g58541-d12448278-Reviews-KathaKali_Indian_Eatery-Kirkland_Washington.html,Check The Website for a Menu
382,Acropolis Pizza & Pasta,500 Central Way,"Kirkland, WA 98033-6208","$, Greek, Italian, Pizza",4 of 5 bubbles,74 reviews,"This place has been run by the same family since they opened in 1973.  I had a salad and a half meatball grinder, sliced meatballs with tomato sauce and cheese.  These things are delicious but can be messy to eat.  Imagine if it had round...More",+1 425-827-3777,https://www.tripadvisor.com//Restaurant_Review-g58541-d807218-Reviews-Acropolis_Pizza_Pasta-Kirkland_Washington.html,Check The Website for a Menu
383,Brix Wine Cafe,9749 NE 119th Way,"Kirkland, WA 98034-8955","$$ - $$$, American, Wine Bar, Vegetarian Friendly",4 of 5 bubbles,71 reviews,"What a great place! My son and his girlfriend brought me for my birthday dinner and we absolutely loved it! We made it in time for their fantastic Happy Hour. We shared truffle fries, scallops, mushroom spinach flatbread, and order of spicy and yummy Brussel...More",+1 425-242-0280,https://www.tripadvisor.com//Restaurant_Review-g58541-d1082384-Reviews-Brix_Wine_Cafe-Kirkland_Washington.html,http://www.brixwinecafe.com/wp-content/uploads/2017/10/Dinner_Menu_3.21.19.pdf
384,Wilde Rover Irish Pub & Restaurant,111 Central Way,"Kirkland, WA 98033-6107","$$ - $$$, Irish, Bar, Pub",4 of 5 bubbles,118 reviews,"Have been here before. This time it was disappointing. Beer variety and selection as always good but food wasn´t worth the price-
Fish and meet portion in general small and all close to well-done.
Service personal wasn´t committed. Once we finished the dinner plates were...More",+1 425-822-8940,https://www.tripadvisor.com//Restaurant_Review-g58541-d820538-Reviews-Wilde_Rover_Irish_Pub_Restaurant-Kirkland_Washington.html,Check The Website for a Menu
385,The Big Fish Grill,10426 Northup Way,"Kirkland, WA 98033-7912","$$ - $$$, American, Seafood, Bar",4 of 5 bubbles,112 reviews,"My husband and I were staying close and were told by our hotel that it was good, decided to give it a try. We had a delicious grilled artichoke, sourdough bread and we both loved our meals!  Would highly recommend!",+1 425-827-2722,https://www.tripadvisor.com//Restaurant_Review-g58541-d1988766-Reviews-The_Big_Fish_Grill-Kirkland_Washington.html,Check The Website for a Menu
386,Couzin's Cafe,12861 NE 85th St,"Kirkland, WA 98033-8009","$$ - $$$, American, Cafe",4 of 5 bubbles,67 reviews,"It's a review that has been a long time coming. I first enjoyed Couzin's Cafe with a friend last August, when we were visiting the Kirkland area. We liked it so much, we went back for a second breakfast. Then, this August, I took a...More",+1 425-822-8803,https://www.tripadvisor.com//Restaurant_Review-g58541-d2303525-Reviews-Couzin_s_Cafe-Kirkland_Washington.html,Check The Website for a Menu
387,Padria,119th Way,"Kirkland, WA","$$ - $$$, Mediterranean, Greek, Middle Eastern",4.5 of 5 bubbles,48 reviews,"Got takeout from Padria last night when I had a craving for Mediterranean. I got the shawarma plate and my boyfriend got the lamb gyro plate. The plates come with a good amount of food: rice, pita, tzatziki, and a side salad. The chicken was...More",+1 425-814-1693,https://www.tripadvisor.com//Restaurant_Review-g58541-d1233209-Reviews-Padria-Kirkland_Washington.html,Check The Website for a Menu
388,Lilac Cafe,212 Central Way,"Kirkland, WA 98033-6168","$$ - $$$, American, Italian, Vegetarian Friendly",4.5 of 5 bubbles,27 reviews,"Lively place with excellent service.  Variety of dishes and one daily fish special.  Four of us ordered different mains and all but the clam pasta were considered good. If not exciting,  food what was offered was good.",+1 425-828-4252,https://www.tripadvisor.com//Restaurant_Review-g58541-d8659357-Reviews-Lilac_Cafe-Kirkland_Washington.html,https://www.cafelilackirkland.com/menu
389,Santa Fe Mexican Grill,12709 NE 124th St,"Kirkland, WA 98034-8307","$$ - $$$, Mexican, Southwestern, Vegetarian Friendly",4 of 5 bubbles,65 reviews,"The food was below average- large portions, quick service but the quality was poor.  The food looked and tasted like it had been made hours earlier.  It was tired looking- sloppy presentation and bland.",+1 425-821-9405,https://www.tripadvisor.com//Restaurant_Review-g58541-d2714659-Reviews-Santa_Fe_Mexican_Grill-Kirkland_Washington.html,Check The Website for a Menu
390,Oto Sushi,11628 97th Ln NE,"Kirkland, WA 98034-4269","$$ - $$$, Japanese, Sushi, Asian",4 of 5 bubbles,51 reviews,"We had the Mt St Helens special.  It’s a roll with avocado and crab meat inside and a fish variety on the outside.  It was great and creative.  The sushi we had was all very good.  

The soba noodle was mediocre, so don’t go for...More",+1 425-825-8899,https://www.tripadvisor.com//Restaurant_Review-g58541-d2481034-Reviews-Oto_Sushi-Kirkland_Washington.html,Check The Website for a Menu
391,Pizzaiolo Wood Fired Pizza,11836 98th Ave NE,"Kirkland, WA 98034-4214","$, Pizza, Italian, Vegetarian Friendly",4.5 of 5 bubbles,22 reviews,"I think I do not need to write anything else than what I wrote in the title. However, I want to emphasize that this is a small hole in the wall, well worth a visit. Do not expect fancy. Just amazing flavors. And the tiramisu...More",+1 425-820-7722,https://www.tripadvisor.com//Restaurant_Review-g58541-d8567819-Reviews-Pizzaiolo_Wood_Fired_Pizza-Kirkland_Washington.html,http://www.pizzaiolowoodfiredpizza.com/menu-text/
392,Plaza Garcia,12108 Juanita Dr NE,"Kirkland, WA 98034","$$ - $$$, Mexican, Latin, Spanish",4.5 of 5 bubbles,35 reviews,"After we moved from Kirkland we have been in search of a similarly great Mexican restaurant in our new hometown. We have tried several but have yet to find anything close to Plaza Garcia. Whenever we return to Kirkland, we always make it a point...More",+1 425-814-3012,https://www.tripadvisor.com//Restaurant_Review-g58541-d7337015-Reviews-Plaza_Garcia-Kirkland_Washington.html,Check The Website for a Menu
393,Tres Hermanos,12821 NE 85th St,"Kirkland, WA 98033-8009","$$ - $$$, Mexican, Vegetarian Friendly",4 of 5 bubbles,41 reviews,This restaurant is an old favorite that we had not been to figure years.  The same good food and excellent salsa.,+1 425-827-4422,https://www.tripadvisor.com//Restaurant_Review-g58541-d2413432-Reviews-Tres_Hermanos-Kirkland_Washington.html,Check The Website for a Menu
394,Kiwami Sushi Bar & Sake House,104 Kirkland Ave,"Kirkland, WA 98033-6504","$$ - $$$, Japanese, Sushi, Asian",4 of 5 bubbles,39 reviews,"First time to have dinner at Kiwami, I ordered the sashimi sampler which served with miso soup.  And also ordered the Japanese rice and crispy chicken wings. The sashimi portion is very small and the taste is average, this is totally overpriced with what I...More",+1 425-739-8899,https://www.tripadvisor.com//Restaurant_Review-g58541-d7626359-Reviews-Kiwami_Sushi_Bar_Sake_House-Kirkland_Washington.html,http://www.kiwamisushi.com/menu
395,Crockett's Public House,118 E Stewart Ave,"Puyallup, WA 98372-3007","$$ - $$$, American, Bar, Pub",4.5 of 5 bubbles,674 reviews,"Very non-assuming exterior, however, inside the atmosphere was lively, yet warm and welcoming. The server was great and attentive. Just had appetizers and drinks, but would definitely go back for a meal when next in the neighborhood.",+1 253-466-3075,https://www.tripadvisor.com//Restaurant_Review-g58693-d2290808-Reviews-Crockett_s_Public_House-Puyallup_Washington.html,Check The Website for a Menu
396,Bob's Burgers and Brew,15706 Meridian Ave E,"Puyallup, WA 98375","$$ - $$$, American, Gluten Free Options",4 of 5 bubbles,371 reviews,"Service was great! Great burger selection, however 6oz burger patties are kinda lame but cooked well. Fries were not salted or seasoned. My wife’s chicken was underdone and not seasoned as well. How this place gets a #1 rating in Puyallup is a mystery to...More",+1 253-268-0496,https://www.tripadvisor.com//Restaurant_Review-g58693-d6214634-Reviews-Bob_s_Burgers_and_Brew-Puyallup_Washington.html,https://www.bobsburgersandbrew.com/content/menu/menu.asp
397,Toscanos Italian Grill,437 29th St NE,"Puyallup, WA 98372-6784","$$ - $$$, Italian, Tuscan, Central-Italian",4.5 of 5 bubbles,142 reviews,Toscanos used to be a restaurant that we frequented a lot. The food at that time was excellent.  A couple of summers ago I went for dinner with some friends and was extremely disappointed with the food.  It was not what I expected at all...More,+1 253-864-8600,https://www.tripadvisor.com//Restaurant_Review-g58693-d1519923-Reviews-Toscanos_Italian_Grill-Puyallup_Washington.html,Check The Website for a Menu
398,Giorgio's Greek Cafe,328 S Meridian,"Puyallup, WA 98371-5914","$$ - $$$, Mediterranean, Greek, Vegetarian Friendly",4.5 of 5 bubbles,113 reviews,"We love this restaurant. It’s a favorite in Puyallup. It’s small, intimate and not noisy so you can talk. I love the decor. The food is very good with large portions.",+1 253-200-2333,https://www.tripadvisor.com//Restaurant_Review-g58693-d2518562-Reviews-Giorgio_s_Greek_Cafe-Puyallup_Washington.html,Check The Website for a Menu
399,Mama Stortini's,3207 E Main,"Puyallup, WA 98372-3112","$$ - $$$, Italian, Vegetarian Friendly, Gluten Free Options",4 of 5 bubbles,223 reviews,"Large menu for lunch. Pasta. Pizza and salads are excellent.  The chicken  marsala is wonderful...savory, juicy pieces of chicken served on top of pasta and parmesan grated over the top. My friend had a small caesar salad with fried calamari (for an additional price). There...More",+1 253-845-7569,https://www.tripadvisor.com//Restaurant_Review-g58693-d820543-Reviews-Mama_Stortini_s-Puyallup_Washington.html,Check The Website for a Menu
400,Karma Indian Cuisine,12623 Meridian E,"Puyallup, WA 98373-3469","$$ - $$$, Indian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,82 reviews,"The food  and service was really good and lot's of food while we were there we saw between 10 to 15 orders to go, we will be back there again soon!!",+1 253-770-6276,https://www.tripadvisor.com//Restaurant_Review-g58693-d2389663-Reviews-Karma_Indian_Cuisine-Puyallup_Washington.html,Check The Website for a Menu
401,Bourbon Street Bar and Grill,401 S Meridian,"Puyallup, WA 98371-5911","$$ - $$$, Bar, Seafood, American",4 of 5 bubbles,140 reviews,"I'm from Chicago/Milwaukee, and I was looking for a bar & restaurant with an atmosphere.  There are plenty of bars, get a beer, some deep-fried crap, no real experience.   Fast forward; you're in a dark lit bar, great music, and the feeling that you've entered...More",+1 253-604-4404,https://www.tripadvisor.com//Restaurant_Review-g58693-d5978694-Reviews-Bourbon_Street_Bar_and_Grill-Puyallup_Washington.html,Check The Website for a Menu
402,Mrs Turner's Restaurant,701 E Main,"Puyallup, WA 98372-3363","$$ - $$$, American, Diner, Vegetarian Friendly",4 of 5 bubbles,125 reviews,"I went Mrs. Turner’s at the end of December to gave an old fashioned omelet... 

I ordered ham, cheese and bell peppers for it along with extra crispy potatoes. Then to top it off I added salsa and Tabasco... The service was prompt the young...More",+1 253-848-7761,https://www.tripadvisor.com//Restaurant_Review-g58693-d451225-Reviews-Mrs_Turner_s_Restaurant-Puyallup_Washington.html,Check The Website for a Menu
403,Ram Restaurant & Brewery - Puyallup,103 35th Ave SE,"Puyallup, WA 98374-1231","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,209 reviews,I have eaten at the Ram in Puyallup many times. Have always found the food and the service to be great. Highly recommend.,+1 253-841-3317,https://www.tripadvisor.com//Restaurant_Review-g58693-d1316941-Reviews-Ram_Restaurant_Brewery_Puyallup-Puyallup_Washington.html,Check The Website for a Menu
