,Name,Street Address,Location,Type,Reviews,No of Reviews,Contact Number,Trip_advisor Url,Menu
309,Jakes Original Tex Mex Cafe,1710 Oak St,"Bakersfield, CA 93301-3006","$$ - $$$, American, Southwestern",4.5 of 5 bubbles,60 reviews,+1 661-322-6380,https://www.tripadvisor.com//Restaurant_Review-g32037-d1764328-Reviews-Jakes_Original_Tex_Mex_Cafe-Bakersfield_California.html,Check The Website for a Menu
310,Baci di Firenze Trattoria,416 N Lakeview Ave,"Anaheim, CA 92807-3029","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",5 of 5 bubbles,520 reviews,+1 714-282-2220,https://www.tripadvisor.com//Restaurant_Review-g29092-d1635031-Reviews-Baci_di_Firenze_Trattoria-Anaheim_California.html,Check The Website for a Menu
311,The Cove on Harbor,1540 S Harbor Blvd,"Anaheim, CA 92802-2312","$, Cafe",4.5 of 5 bubbles,263 reviews,+1 714-535-6650,https://www.tripadvisor.com//Restaurant_Review-g29092-d5568954-Reviews-The_Cove_on_Harbor-Anaheim_California.html,Check The Website for a Menu
312,The Ranch Restaurant & Saloon,1025 E Ball Rd,"Anaheim, CA 92805-5957","$$$$, American, Steakhouse, Vegetarian Friendly",4.5 of 5 bubbles,398 reviews,+1 714-817-4200,https://www.tripadvisor.com//Restaurant_Review-g29092-d2463905-Reviews-The_Ranch_Restaurant_Saloon-Anaheim_California.html,Check The Website for a Menu
313,Original Pancake House,1418 E Lincoln Ave,"Anaheim, CA 92805-2213","$$ - $$$, American, Vegetarian Friendly, Gluten Free Options",4.5 of 5 bubbles,270 reviews,+1 714-535-9815,https://www.tripadvisor.com//Restaurant_Review-g29092-d467922-Reviews-Original_Pancake_House-Anaheim_California.html,Check The Website for a Menu
314,Reunion Kitchen + Drink,5775 E Santa Ana Canyon Rd,"Anaheim, CA 92807-3229","$$ - $$$, American, Bar, Vegetarian Friendly",4.5 of 5 bubbles,205 reviews,+1 714-283-1062,https://www.tripadvisor.com//Restaurant_Review-g29092-d5926219-Reviews-Reunion_Kitchen_Drink-Anaheim_California.html,Check The Website for a Menu
315,Ruth's Chris Steak House,2041 South Harbor Boulevard,"Anaheim, CA 92802-3513","$$$$, American, Steakhouse, Vegetarian Friendly",4.5 of 5 bubbles,513 reviews,+1 714-750-5466,https://www.tripadvisor.com//Restaurant_Review-g29092-d1077845-Reviews-Ruth_s_Chris_Steak_House-Anaheim_California.html,Check The Website for a Menu
316,Mimi's Cafe,1400 S Harbor Blvd,"Anaheim, CA 92802-2311","$$ - $$$, American, Cajun & Creole, Vegetarian Friendly",4 of 5 bubbles,"1,807 reviews",+1 714-956-2223,https://www.tripadvisor.com//Restaurant_Review-g29092-d507253-Reviews-Mimi_s_Cafe-Anaheim_California.html,Check The Website for a Menu
317,Marri's Pizza & Italian,1194 W Katella Ave,"Anaheim, CA 92802-2833","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4.5 of 5 bubbles,481 reviews,+1 714-533-1631,https://www.tripadvisor.com//Restaurant_Review-g29092-d861146-Reviews-Marri_s_Pizza_Italian-Anaheim_California.html,Check The Website for a Menu
318,Steakhouse 55,1150 W Magic Way,"Anaheim, CA 92802-2247","$$$$, American, Steakhouse, Gluten Free Options",4.5 of 5 bubbles,694 reviews,+1 714-778-6600,https://www.tripadvisor.com//Restaurant_Review-g29092-d1006379-Reviews-Steakhouse_55-Anaheim_California.html,Check The Website for a Menu
319,Ralph Brennan's Jazz Kitchen,1590 S Disneyland Dr,"Anaheim, CA 92802-2319","$$ - $$$, American, Cajun & Creole, Vegan Options",4 of 5 bubbles,"1,722 reviews",+1 714-776-5200,https://www.tripadvisor.com//Restaurant_Review-g29092-d341613-Reviews-Ralph_Brennan_s_Jazz_Kitchen-Anaheim_California.html,Check The Website for a Menu
320,Napa Rose,1313 Disneyland Dr.,"Anaheim, CA 92802","$$$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,990 reviews,+1 714-635-2300,https://www.tripadvisor.com//Restaurant_Review-g29092-d341583-Reviews-Napa_Rose-Anaheim_California.html,Check The Website for a Menu
321,Trader Sam's Enchanted Tiki Bar,1150 Magic Way,"Anaheim, CA 92802","$$ - $$$, American, Bar, Polynesian",4.5 of 5 bubbles,582 reviews,+1 714-781-3463,https://www.tripadvisor.com//Restaurant_Review-g29092-d2319766-Reviews-Trader_Sam_s_Enchanted_Tiki_Bar-Anaheim_California.html,https://disneyland.disney.go.com/dining/disneyland-hotel/trader-sams/menus/
322,Rutabegorz,211 N Pomona Ave,"Fullerton, CA 92832","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,225 reviews,+1 714-738-9339,https://www.tripadvisor.com//Restaurant_Review-g32416-d680117-Reviews-Rutabegorz-Fullerton_California.html,Check The Website for a Menu
323,Morton's The Steakhouse,1895 S Harbor Blvd,"Anaheim, CA 92802","$$$$, American, Steakhouse, Gluten Free Options",4 of 5 bubbles,685 reviews,+1 714-621-0101,https://www.tripadvisor.com//Restaurant_Review-g29092-d735225-Reviews-Morton_s_The_Steakhouse-Anaheim_California.html,Check The Website for a Menu
324,Wood Ranch BBQ & Grill,8022 E Santa Ana Canyon Rd,"Anaheim, CA 92808-1108","$$ - $$$, American, Barbecue, Bar",4.5 of 5 bubbles,158 reviews,+1 714-974-6660,https://www.tripadvisor.com//Restaurant_Review-g29092-d468056-Reviews-Wood_Ranch_BBQ_Grill-Anaheim_California.html,https://www.woodranch.com/menus/
325,nFuse Restaurant,700 West Convention Way,"Anaheim, CA 92802","$$ - $$$, American, Bar, Vegetarian Friendly",4 of 5 bubbles,205 reviews,+1 714-750-8000,https://www.tripadvisor.com//Restaurant_Review-g29092-d7304206-Reviews-NFuse_Restaurant-Anaheim_California.html,https://modules.marriott.com/hotel-restaurants/laxah-anaheim-marriott/nfuse/5673292/online-menu
326,Mi Casa Mexicana,630 W Orangewood Ave,"Anaheim, CA 92802-4609","$, Mexican, Latin, Vegetarian Friendly",4 of 5 bubbles,279 reviews,+1 714-971-0111,https://www.tripadvisor.com//Restaurant_Review-g29092-d2589061-Reviews-Mi_Casa_Mexicana-Anaheim_California.html,Check The Website for a Menu
327,Roy's Restaurant,321 W Katella Ave,"Anaheim, CA 92802-3612","$$$$, Seafood, Sushi, Polynesian",4 of 5 bubbles,548 reviews,+1 714-776-7697,https://www.tripadvisor.com//Restaurant_Review-g29092-d1157106-Reviews-Roy_s_Restaurant-Anaheim_California.html,Check The Website for a Menu
328,Cortina's Italian Market & Pizzeria,2175 W Orange Ave,"Anaheim, CA 92804-3556","$$ - $$$, Italian, Pizza, Deli",4.5 of 5 bubbles,124 reviews,+1 714-535-1948,https://www.tripadvisor.com//Restaurant_Review-g29092-d1573946-Reviews-Cortina_s_Italian_Market_Pizzeria-Anaheim_California.html,Check The Website for a Menu
329,La Brea Bakery Cafe,1556 S Disneyland Dr,"Anaheim, CA 92802-2319","$$ - $$$, American, Cafe, Soups",4 of 5 bubbles,697 reviews,+1 714-781-4565,https://www.tripadvisor.com//Restaurant_Review-g29092-d341680-Reviews-La_Brea_Bakery_Cafe-Anaheim_California.html,Check The Website for a Menu
330,P.F. Chang's,321 W Katella Ave,"Anaheim, CA 92802-3612","$$ - $$$, Chinese, Asian, Vegetarian Friendly",4 of 5 bubbles,619 reviews,+1 714-507-2021,https://www.tripadvisor.com//Restaurant_Review-g29092-d1103584-Reviews-P_F_Chang_s-Anaheim_California.html,Check The Website for a Menu
331,Umami Burger,338 S Anaheim Blvd,"Anaheim, CA 92805-3830","$$ - $$$, American, Bar, Pub",4.5 of 5 bubbles,136 reviews,+1 714-991-8626,https://www.tripadvisor.com//Restaurant_Review-g29092-d3690429-Reviews-Umami_Burger-Anaheim_California.html,https://www.umamiburger.com/menu/
332,Bubba Gump Shrimp Co.,321 W Katella Ave,"Anaheim, CA 92802-3612","$$ - $$$, American, Seafood, Cajun & Creole",4 of 5 bubbles,"1,884 reviews",+1 714-635-4867,https://www.tripadvisor.com//Restaurant_Review-g29092-d1775782-Reviews-Bubba_Gump_Shrimp_Co-Anaheim_California.html,Check The Website for a Menu
333,Tortilla Jo's,1510 S Disneyland Dr,"Anaheim, CA 92802-2319","$$ - $$$, Mexican, Southwestern, Vegetarian Friendly",4 of 5 bubbles,"1,646 reviews",+1 714-535-5000,https://www.tripadvisor.com//Restaurant_Review-g29092-d495348-Reviews-Tortilla_Jo_s-Anaheim_California.html,Check The Website for a Menu
334,Fire + Ice,321 W Katella Ave Ste 315,"Anaheim, CA 92802-3626","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,329 reviews,+1 714-808-9757,https://www.tripadvisor.com//Restaurant_Review-g29092-d1796272-Reviews-Fire_Ice-Anaheim_California.html,Check The Website for a Menu
335,Catal Restaurant,1580 S Disneyland Dr,"Anaheim, CA 92802","$$ - $$$, American, Mediterranean, Vegetarian Friendly",4 of 5 bubbles,982 reviews,+1 714-781-4565,https://www.tripadvisor.com//Restaurant_Review-g29092-d341614-Reviews-Catal_Restaurant-Anaheim_California.html,Check The Website for a Menu
336,California Pizza Kitchen,321 W Katella Ave,"Anaheim, CA 92802-3612","$$ - $$$, American, Pizza, Vegetarian Friendly",4 of 5 bubbles,531 reviews,+1 714-991-0305,https://www.tripadvisor.com//Restaurant_Review-g29092-d1762962-Reviews-California_Pizza_Kitchen-Anaheim_California.html,Check The Website for a Menu
337,Karl Strauss Brewing Company,2390 E Orangewood Ave,"Anaheim, CA 92806-6141","$$ - $$$, American, Bar, Pub",4.5 of 5 bubbles,80 reviews,+1 714-940-1772,https://www.tripadvisor.com//Restaurant_Review-g29092-d10749113-Reviews-Karl_Strauss_Brewing_Company-Anaheim_California.html,http://www.karlstrauss.com/visit/anaheim/#tab-menu
338,JT Schmid's Restaurant & Brewery,2610 E Katella Ave,"Anaheim, CA 92806-5903","$$ - $$$, Steakhouse, American, Brew Pub",4 of 5 bubbles,406 reviews,+1 714-634-9200,https://www.tripadvisor.com//Restaurant_Review-g29092-d467929-Reviews-JT_Schmid_s_Restaurant_Brewery-Anaheim_California.html,Check The Website for a Menu
339,Roscoes House of Chicken N Waffles,2110 S Harbor Blvd,"Anaheim, CA 92802-3516","$$ - $$$, American",4 of 5 bubbles,447 reviews,+1 714-823-4130,https://www.tripadvisor.com//Restaurant_Review-g29092-d7193698-Reviews-Roscoes_House_of_Chicken_N_Waffles-Anaheim_California.html,Check The Website for a Menu
340,Palenque by Mezcal,3737 Main St,"Riverside, CA 92501-3376","$$ - $$$, Mexican, Bar, Beer restaurants",4 of 5 bubbles,73 reviews,+1 951-888-2240,https://www.tripadvisor.com//Restaurant_Review-g32978-d6622308-Reviews-Palenque_by_Mezcal-Riverside_California.html,https://abemadirestaurants.com/____menus_pdf/568_a9276ea7f0bcaf2bf3bb5861d1fa839c_.pdf
341,Anchos Southwest Grill & Bar,10773 Hole Ave,"Riverside, CA 92505-2862","$$ - $$$, Mexican, Southwestern, Vegetarian Friendly",4.5 of 5 bubbles,515 reviews,+1 951-352-0240,https://www.tripadvisor.com//Restaurant_Review-g32978-d446618-Reviews-Anchos_Southwest_Grill_Bar-Riverside_California.html,Check The Website for a Menu
342,Market Broiler,3525 Merrill Ave,"Riverside, CA 92506-2537","$$ - $$$, American, Seafood, Soups",4.5 of 5 bubbles,257 reviews,+1 951-276-9007,https://www.tripadvisor.com//Restaurant_Review-g32978-d2025944-Reviews-Market_Broiler-Riverside_California.html,Check The Website for a Menu
343,Mario's Place,3646 Mission Inn Ave,"Riverside, CA 92501-3309","$$$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,277 reviews,+1 951-684-7755,https://www.tripadvisor.com//Restaurant_Review-g32978-d509415-Reviews-Mario_s_Place-Riverside_California.html,Check The Website for a Menu
344,Duane's Prime Steaks and Seafood,3649 Mission Inn Ave,"Riverside, CA 92501-3308","$$$$, American, Steakhouse, Gluten Free Options",4.5 of 5 bubbles,338 reviews,+1 951-341-6767,https://www.tripadvisor.com//Restaurant_Review-g32978-d497123-Reviews-Duane_s_Prime_Steaks_and_Seafood-Riverside_California.html,Check The Website for a Menu
345,Mission Inn Restaurant,3649 Mission Inn Ave,"Riverside, CA 92501-3364","$$ - $$$, American, Fusion, Vegetarian Friendly",4.5 of 5 bubbles,891 reviews,+1 951-784-0300,https://www.tripadvisor.com//Restaurant_Review-g32978-d950386-Reviews-Mission_Inn_Restaurant-Riverside_California.html,http://missioninnresponsive.devsite-1.com/d/missioninnresponsive/media/MIR_Menus12.4.19.pdf
346,Heroes Restaurant and Brewery,3397 Mission Inn Ave,"Riverside, CA 92501","$$ - $$$, American, Bar, Pub",4.5 of 5 bubbles,182 reviews,+1 951-248-0722,https://www.tripadvisor.com//Restaurant_Review-g32978-d5483938-Reviews-Heroes_Restaurant_and_Brewery-Riverside_California.html,https://www.heroesrestaurantandbrewery.com/pages/menus
347,Las Campanas,3649 Mission Inn Ave,"Riverside, CA 92501-3364","$$ - $$$, Mexican, Southwestern, Latin",4 of 5 bubbles,455 reviews,+1 909-784-0300,https://www.tripadvisor.com//Restaurant_Review-g32978-d509472-Reviews-Las_Campanas-Riverside_California.html,Check The Website for a Menu
348,Proabition,3597 Main St,"Riverside, CA 92501-2836","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,251 reviews,+1 951-222-2110,https://www.tripadvisor.com//Restaurant_Review-g32978-d4053609-Reviews-Proabition-Riverside_California.html,Check The Website for a Menu
349,The Salted Pig,3700 12th St,"Riverside, CA 92501-3833","$$ - $$$, American, Bar",4 of 5 bubbles,197 reviews,+1 951-848-4020,https://www.tripadvisor.com//Restaurant_Review-g32978-d2476200-Reviews-The_Salted_Pig-Riverside_California.html,Check The Website for a Menu
350,Le Chat Noir,3790 9th St,"Riverside, CA 92501-3618","$$$$, French, European, Vegetarian Friendly",4.5 of 5 bubbles,69 reviews,+1 951-786-9266,https://www.tripadvisor.com//Restaurant_Review-g32978-d8440661-Reviews-Le_Chat_Noir-Riverside_California.html,Check The Website for a Menu
351,The Cheesecake Factory,3525 Tyler St,"Riverside, CA 92503-4136","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,102 reviews,+1 951-352-4600,https://www.tripadvisor.com//Restaurant_Review-g32978-d951159-Reviews-The_Cheesecake_Factory-Riverside_California.html,https://order.thecheesecakefactory.com/menu/riverside-ca
352,Old Spaghetti Factory,3191 Mission Inn Ave,"Riverside, CA 92507-4187","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,211 reviews,+1 951-784-4417,https://www.tripadvisor.com//Restaurant_Review-g32978-d794474-Reviews-Old_Spaghetti_Factory-Riverside_California.html,https://www.osf.com/menu/
353,54 Degrees at Duane's,3649 Mission Inn Ave,"Riverside, CA 92501-3364","$$$$, American, Bar, Spanish",4.5 of 5 bubbles,54 reviews,+1 951-784-0300,https://www.tripadvisor.com//Restaurant_Review-g32978-d3731528-Reviews-54_Degrees_at_Duane_s-Riverside_California.html,https://www.missioninn.com/d/missioninnresponsive/media/Dining/54_Menus/54_Menu_FOL_2017.pdf
354,Woodfire Cafe,3965 Market St,"Riverside, CA 92501-3234","$$ - $$$, Pizza, American, Italian",4.5 of 5 bubbles,60 reviews,+1 951-900-3069,https://www.tripadvisor.com//Restaurant_Review-g32978-d8023530-Reviews-Woodfire_Cafe-Riverside_California.html,Check The Website for a Menu
355,Backstreet Restaurant,3735 Nelson St,"Riverside, CA 92506-3027","$$ - $$$, American, Vegetarian Friendly",4.5 of 5 bubbles,60 reviews,+1 951-683-6650,https://www.tripadvisor.com//Restaurant_Review-g32978-d509893-Reviews-Backstreet_Restaurant-Riverside_California.html,Check The Website for a Menu
356,Kountry Folks,3653 La Sierra Ave,"Riverside, CA 92505-3074","$$ - $$$, American",4.5 of 5 bubbles,75 reviews,+1 951-354-0437,https://www.tripadvisor.com//Restaurant_Review-g32978-d2038432-Reviews-Kountry_Folks-Riverside_California.html,Check The Website for a Menu
357,Yard House,3775 Tyler St,"Riverside, CA 92503-3460","$$ - $$$, American, Bar, Vegetarian Friendly",4 of 5 bubbles,82 reviews,+1 951-688-9273,https://www.tripadvisor.com//Restaurant_Review-g32978-d2231022-Reviews-Yard_House-Riverside_California.html,Check The Website for a Menu
358,The Tamale Factory,3663 Main St,"Riverside, CA 92501-2866","$$ - $$$, Mexican, Southwestern, Vegetarian Friendly",4 of 5 bubbles,63 reviews,+1 951-342-3023,https://www.tripadvisor.com//Restaurant_Review-g32978-d3725404-Reviews-The_Tamale_Factory-Riverside_California.html,http://www.tamalefactory.net/the-tamale-factory-menu/
359,Bella Trattoria,6th and Main Street,"Riverside, CA 92501","$$ - $$$, Italian, Vegetarian Friendly",4 of 5 bubbles,193 reviews,+1 951-784-0300,https://www.tripadvisor.com//Restaurant_Review-g32978-d1894847-Reviews-Bella_Trattoria-Riverside_California.html,https://bit.ly/2XfWTac
360,Ooka Japanese Restaurant,3525 Riverside Plaza Dr,"Riverside, CA 92506-2703","$$ - $$$, Japanese, Sushi, Asian",4 of 5 bubbles,71 reviews,+1 951-779-0099,https://www.tripadvisor.com//Restaurant_Review-g32978-d778772-Reviews-Ooka_Japanese_Restaurant-Riverside_California.html,Check The Website for a Menu
361,Marie Callender's Restaurant & Bakery,3505 Merrill Ave,"Riverside, CA 92506-2537","$$ - $$$, American, Vegetarian Friendly",4.5 of 5 bubbles,41 reviews,+1 951-682-2504,https://www.tripadvisor.com//Restaurant_Review-g32978-d3314356-Reviews-Marie_Callender_s_Restaurant_Bakery-Riverside_California.html,http://www.mariecallenders.com/menu
362,Gra Pow,497 E Alessandro Blvd,"Riverside, CA 92508-5085","$$ - $$$, Asian, Thai, Vegetarian Friendly",4 of 5 bubbles,66 reviews,+1 951-780-1132,https://www.tripadvisor.com//Restaurant_Review-g32978-d1874006-Reviews-Gra_Pow-Riverside_California.html,http://www.grapow.net/index.php/our-menu
363,Habanero Mexican Grill,2472 University Ave,"Riverside, CA 92507-4215","$$ - $$$, Mexican, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,28 reviews,+1 951-224-9145,https://www.tripadvisor.com//Restaurant_Review-g32978-d10338398-Reviews-Habanero_Mexican_Grill-Riverside_California.html,Check The Website for a Menu
364,Mission Galleria,3700 Main St,"Riverside, CA 92501-3317","$, Cafe",4.5 of 5 bubbles,28 reviews,+1 951-276-8000,https://www.tripadvisor.com//Restaurant_Review-g32978-d5490104-Reviews-Mission_Galleria-Riverside_California.html,Check The Website for a Menu
365,D'Elia's Grinders,2093 University Ave,"Riverside, CA 92507-5205","$, American",4.5 of 5 bubbles,51 reviews,+1 951-683-7380,https://www.tripadvisor.com//Restaurant_Review-g32978-d3774540-Reviews-D_Elia_s_Grinders-Riverside_California.html,http://www.deliasgrinders.com/menu.html
366,Cactus Cantina,151 E Alessandro Blvd,"Riverside, CA 92508","$$ - $$$, Mexican, Southwestern, Bar",4.5 of 5 bubbles,32 reviews,+1 951-789-0211,https://www.tripadvisor.com//Restaurant_Review-g32978-d2687580-Reviews-Cactus_Cantina-Riverside_California.html,Check The Website for a Menu
367,Sushi Asahi,2955 Van Buren Blvd,"Riverside, CA 92503-5674","$$ - $$$, Japanese, Sushi, Asian",4.5 of 5 bubbles,62 reviews,+1 951-637-1313,https://www.tripadvisor.com//Restaurant_Review-g32978-d1526182-Reviews-Sushi_Asahi-Riverside_California.html,Check The Website for a Menu
368,The Upper Crust Sandwich Shoppe,3573 Main St,"Riverside, CA 92501-2836","$, Soups, American",4.5 of 5 bubbles,34 reviews,+1 951-784-3149,https://www.tripadvisor.com//Restaurant_Review-g32978-d4433384-Reviews-The_Upper_Crust_Sandwich_Shoppe-Riverside_California.html,Check The Website for a Menu
369,Bann Thai,6461 Brockton Ave,"Riverside, CA 92506-2035","$$ - $$$, Asian, Thai, Vegetarian Friendly",4.5 of 5 bubbles,39 reviews,+1 951-684-3381,https://www.tripadvisor.com//Restaurant_Review-g32978-d2182298-Reviews-Bann_Thai-Riverside_California.html,Check The Website for a Menu
370,Olivia's Mexican Restaurant,9447 Magnolia Avenue,"Riverside, CA 92503","$$ - $$$, Mexican",4 of 5 bubbles,38 reviews,+1 951-689-2131,https://www.tripadvisor.com//Restaurant_Review-g32978-d2572193-Reviews-Olivia_s_Mexican_Restaurant-Riverside_California.html,Check The Website for a Menu
371,The Playground,220 E 4th St,"Santa Ana, CA 92701-4644","$$ - $$$, Seafood, American, International",4.5 of 5 bubbles,230 reviews,+1 714-560-4444,https://www.tripadvisor.com//Restaurant_Review-g33043-d2442609-Reviews-The_Playground-Santa_Ana_California.html,Check The Website for a Menu
372,Citrus City Grille,122 N Glassell St,"Orange, CA 92866-1407","$$ - $$$, American, Bar, Contemporary",4.5 of 5 bubbles,253 reviews,+1 714-639-9600,https://www.tripadvisor.com//Restaurant_Review-g32825-d467934-Reviews-Citrus_City_Grille-Orange_California.html,Check The Website for a Menu
373,Rutabegorz,158 W Main St,"Tustin, CA 92780","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,174 reviews,+1 714-731-9807,https://www.tripadvisor.com//Restaurant_Review-g33198-d680119-Reviews-Rutabegorz-Tustin_California.html,Check The Website for a Menu
374,Roma D Italia,611 El Camino Real,"Tustin, CA 92780-4309","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4.5 of 5 bubbles,276 reviews,+1 714-544-0273,https://www.tripadvisor.com//Restaurant_Review-g33198-d467960-Reviews-Roma_D_Italia-Tustin_California.html,Check The Website for a Menu
375,Gabbi's Mexican Kitchen,141 S Glassell St,"Orange, CA 92866-1421","$$ - $$$, Mexican, Latin, Vegetarian Friendly",4.5 of 5 bubbles,331 reviews,+1 714-633-3038,https://www.tripadvisor.com//Restaurant_Review-g32825-d786733-Reviews-Gabbi_s_Mexican_Kitchen-Orange_California.html,Check The Website for a Menu
376,The Capital Grille,3333 Bristol St,"Costa Mesa, CA 92626-1873","$$$$, American, Steakhouse, Gluten Free Options",4.5 of 5 bubbles,399 reviews,+1 714-432-1140,https://www.tripadvisor.com//Restaurant_Review-g32253-d1918933-Reviews-The_Capital_Grille-Costa_Mesa_California.html,Check The Website for a Menu
377,Filling Station,201 N Glassell St,"Orange, CA 92866-1408","$$ - $$$, American, Cafe, Vegetarian Friendly",4 of 5 bubbles,295 reviews,+1 714-289-9714,https://www.tripadvisor.com//Restaurant_Review-g32825-d574248-Reviews-Filling_Station-Orange_California.html,Check The Website for a Menu
378,Basil's Restaurant & Bar,12015 Harbor Blvd,"Garden Grove, CA 92840-4001","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,195 reviews,+1 714-383-6000,https://www.tripadvisor.com//Restaurant_Review-g32420-d4021788-Reviews-Basil_s_Restaurant_Bar-Garden_Grove_California.html,Check The Website for a Menu
379,Zov's Bistro and Bakery,17440 17th St,"Tustin, CA 92780-1953","$$ - $$$, Mediterranean, Armenian, Vegetarian Friendly",4.5 of 5 bubbles,221 reviews,+1 714-838-8855,https://www.tripadvisor.com//Restaurant_Review-g33198-d526892-Reviews-Zov_s_Bistro_and_Bakery-Tustin_California.html,Check The Website for a Menu
380,Red Robin Gourmet Burgers,12007 Harbor Blvd,"Garden Grove, CA 92840-4001","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,691 reviews,+1 714-971-4775,https://www.tripadvisor.com//Restaurant_Review-g32420-d818739-Reviews-Red_Robin_Gourmet_Burgers-Garden_Grove_California.html,Check The Website for a Menu
381,The Cove on Harbor,1540 S Harbor Blvd,"Anaheim, CA 92802-2312","$, Cafe",4.5 of 5 bubbles,263 reviews,+1 714-535-6650,https://www.tripadvisor.com//Restaurant_Review-g29092-d5568954-Reviews-The_Cove_on_Harbor-Anaheim_California.html,Check The Website for a Menu
382,Sabroso! Mexican Grill,13129 Harbor Blvd,"Garden Grove, CA 92843-1700","$$ - $$$, Mexican, Vegetarian Friendly",4.5 of 5 bubbles,154 reviews,+1 714-537-7080,https://www.tripadvisor.com//Restaurant_Review-g32420-d3674641-Reviews-Sabroso_Mexican_Grill-Garden_Grove_California.html,Check The Website for a Menu
383,Los Sanchez Mexican Restaurant,11906 Garden Grove Blvd,"Garden Grove, CA 92843-1601","$, Mexican, Vegetarian Friendly",4.5 of 5 bubbles,118 reviews,+1 714-590-9300,https://www.tripadvisor.com//Restaurant_Review-g32420-d3649227-Reviews-Los_Sanchez_Mexican_Restaurant-Garden_Grove_California.html,Check The Website for a Menu
384,Seasons 52,3333 Bristol St,"Costa Mesa, CA 92626-1873","$$ - $$$, American, Contemporary, Vegetarian Friendly",4.5 of 5 bubbles,583 reviews,+1 714-437-5252,https://www.tripadvisor.com//Restaurant_Review-g32253-d1869434-Reviews-Seasons_52-Costa_Mesa_California.html,Check The Website for a Menu
385,Antonello Ristorante,3800 South Plaza Drive,"Santa Ana, CA 92704","$$$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,151 reviews,+1 714-751-7153,https://www.tripadvisor.com//Restaurant_Review-g33043-d341601-Reviews-Antonello_Ristorante-Santa_Ana_California.html,Check The Website for a Menu
386,Din Tai Fung,3333 Bristol St,"Costa Mesa, CA 92626-1873","$$ - $$$, Chinese, Vegan Options",4.5 of 5 bubbles,412 reviews,+1 714-549-3388,https://www.tripadvisor.com//Restaurant_Review-g32253-d7002210-Reviews-Din_Tai_Fung-Costa_Mesa_California.html,https://dintaifungusa.com/menu/appetizers/
387,Mastro's Steakhouse,633 Anton Blvd,"Costa Mesa, CA 92626-1919","$$$$, American, Steakhouse, Vegetarian Friendly",4.5 of 5 bubbles,455 reviews,+1 714-546-7405,https://www.tripadvisor.com//Restaurant_Review-g32253-d680061-Reviews-Mastro_s_Steakhouse-Costa_Mesa_California.html,Check The Website for a Menu
388,Ruth's Chris Steak House,2041 South Harbor Boulevard,"Anaheim, CA 92802-3513","$$$$, American, Steakhouse, Vegetarian Friendly",4.5 of 5 bubbles,513 reviews,+1 714-750-5466,https://www.tripadvisor.com//Restaurant_Review-g29092-d1077845-Reviews-Ruth_s_Chris_Steak_House-Anaheim_California.html,Check The Website for a Menu
389,Lazy Dog Restaurant & Bar,1623 W Katella Ave,"Orange, CA 92867-3456","$$ - $$$, American, Bar, Vegetarian Friendly",4.5 of 5 bubbles,378 reviews,+1 714-769-7020,https://www.tripadvisor.com//Restaurant_Review-g32825-d881318-Reviews-Lazy_Dog_Restaurant_Bar-Orange_California.html,Check The Website for a Menu
390,Lucille's Smokehouse Bar-B-Que,4050 W Chapman Ave,"Orange, CA 92868-1615","$$ - $$$, Bar, Barbecue, Gluten Free Options",4 of 5 bubbles,199 reviews,+1 714-634-1227,https://www.tripadvisor.com//Restaurant_Review-g32825-d3182227-Reviews-Lucille_s_Smokehouse_Bar_B_Que-Orange_California.html,Check The Website for a Menu
391,Maggiano's Little Italy,3333 Bristol St,"Costa Mesa, CA 92626-1873","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,621 reviews,+1 714-546-9555,https://www.tripadvisor.com//Restaurant_Review-g32253-d341581-Reviews-Maggiano_s_Little_Italy-Costa_Mesa_California.html,Check The Website for a Menu
392,The Ranch Restaurant & Saloon,1025 E Ball Rd,"Anaheim, CA 92805-5957","$$$$, American, Steakhouse, Vegetarian Friendly",4.5 of 5 bubbles,398 reviews,+1 714-817-4200,https://www.tripadvisor.com//Restaurant_Review-g29092-d2463905-Reviews-The_Ranch_Restaurant_Saloon-Anaheim_California.html,Check The Website for a Menu
