,Name,Street Address,Location,Type,Reviews,No of Reviews,Comments,Contact Number,Trip_advisor Url,Menu
262,Jackson Hole,69_35 Astoria Boulevard,"East Elmhurst, NY 11370","$$ - $$$, Greek, American, Vegetarian Friendly",4.5 of 5 bubbles,167 reviews,Wow one the best burgers in the world with a variety of food to chose from the menu plus the shakes are to die for.,+1 718-204-7070,https://www.tripadvisor.com//Restaurant_Review-g47626-d458328-Reviews-Jackson_Hole-East_Elmhurst_Queens_New_York.html,Check The Website for a Menu
263,Luke's Lobster- Upper East Side,242 E 81st St,"New York City, NY 10028-2602","$$ - $$$, Seafood, Fast Food, Soups",4.5 of 5 bubbles,163 reviews,"The lobster is very well-prepared here; cleanliness is very good; I love the little crackers; and although the space is small, the chairs and tables are very comfortable.

You can very well imagine that you’re on the Maine shore for a few minutes while dining...More",+1 212-249-4241,https://www.tripadvisor.com//Restaurant_Review-g60763-d4003333-Reviews-Luke_s_Lobster_Upper_East_Side-New_York_City_New_York.html,http://www.lukeslobster.com/menu/menu-1/
264,Agnanti,1906 Ditmars Blvd,"Astoria, NY 11105-3658","$$ - $$$, Mediterranean, Greek, Vegetarian Friendly",4.5 of 5 bubbles,175 reviews,"I went to this lovely restaurant during my visit to New York. I’ve been working in a Greek restaurant, in Holland, owned by a lovely Nice Greek family, myself for almost 3 years now and I must see that the food was incredibly delicious and...More",+1 718-545-4554,https://www.tripadvisor.com//Restaurant_Review-g29837-d804739-Reviews-Agnanti-Astoria_Queens_New_York.html,Check The Website for a Menu
265,LIC Market,2152 44th Dr,"Long Island City, NY 11101-4710","$$ - $$$, American, International, Vegetarian Friendly",4.5 of 5 bubbles,201 reviews,"A friend and myself finally got around to checking out this cute location for Sunday brunch. And so glad we did! The food was delicious and reasonably priced (for a “NYC” weekend brunch - we spent about $30 each, which included the two mimosas we...More",+1 718-361-0013,https://www.tripadvisor.com//Restaurant_Review-g48080-d1881679-Reviews-LIC_Market-Long_Island_City_Queens_New_York.html,Check The Website for a Menu
266,SottoCasa Pizzeria,227 Lenox Ave,"New York City, NY 10027-6542","$$ - $$$, Pizza, Neapolitan, Campania",4.5 of 5 bubbles,406 reviews,"This is my second time here. I didn’t think it could get better but it did:) first time I ate pizza with blue cheese, which usually takes over all other tastes. In this case however, it was PERFECTION. This time however I ate the Special...More",+1 646-928-4870,https://www.tripadvisor.com//Restaurant_Review-g60763-d10165896-Reviews-SottoCasa_Pizzeria-New_York_City_New_York.html,https://sottocasanyc.com/harlem/
267,Spice Symphony,150 E 50th St,"New York City, NY 10022-9500","$$ - $$$, Indian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,"2,580 reviews","Great food and service! We had a mix of Indian and Chinese dishes, and everything came out perfect. Our waiter - Nisar - was wonderful.",+1 212-300-4869,https://www.tripadvisor.com//Restaurant_Review-g60763-d3603515-Reviews-Spice_Symphony-New_York_City_New_York.html,http://www.spicesymphony.com/50th-street/spice-symphony-dinner-menu.pdf
268,John Brown Smokehouse,1043 44th Dr,"Long Island City, NY 11101-7037","$$ - $$$, American, Bar, Barbecue",4.5 of 5 bubbles,396 reviews,"Headed here late on my first night staying locally for a quick bite to eat. Got here just after 9pm and unsurprisingly, they’d sold out of pulled pork and burnt ends (my first two choices), but I was more than happy to sample the brisket...More",+1 347-617-1120,https://www.tripadvisor.com//Restaurant_Review-g48080-d3194627-Reviews-John_Brown_Smokehouse-Long_Island_City_Queens_New_York.html,Check The Website for a Menu
269,Grazie,26 E 84th St,"New York City, NY 10028-0426","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,376 reviews,"I went there with some friends and their baby around Christmas. Our server was clearly upset when we told him we only wanted some drinks, coffees and a couple desserts (basically, not dinner but still, a full order): it took him half an hour to...More",+1 212-717-4407,https://www.tripadvisor.com//Restaurant_Review-g60763-d502789-Reviews-Grazie-New_York_City_New_York.html,https://www.grazienyc.com/menu/#/dinner
270,Dutch Kills Centraal,3840 29th St,"Long Island City, NY 11101-2715","$$ - $$$, American, Bar, Gastropub",4 of 5 bubbles,618 reviews,"Top-notch food, best-in-class cocktails, and a really delightful staff!  Ashley & Maddie were simply wonderful and the owners are just so welcoming!  Definitely a spot to which I’ll return!",+1 718-606-8651,https://www.tripadvisor.com//Restaurant_Review-g48080-d5532852-Reviews-Dutch_Kills_Centraal-Long_Island_City_Queens_New_York.html,Check The Website for a Menu
271,Bel Aire Diner,3191 21st St,"Astoria, NY 11106-4591","$$ - $$$, American, Diner, Vegetarian Friendly",4 of 5 bubbles,169 reviews,"We were going to a museum in Astoria, Queens and dropped into this diner for food - some of us got breakfast, some pasta, some sandwiches and all were delicious and speedy. The staff was patient and fast and the atmosphere was classic diner. It...More",+1 718-721-3160,https://www.tripadvisor.com//Restaurant_Review-g29837-d6109098-Reviews-Bel_Aire_Diner-Astoria_Queens_New_York.html,Check The Website for a Menu
272,Loi Estiatorio,132 W 58th St,"New York City, NY 10019-2135","$$ - $$$, Mediterranean, Greek, Seafood",4.5 of 5 bubbles,535 reviews,"It looked promising, the chef came up to our table, but sadly enough the food wasn't any good. It was bland (we had the lasagna and the mussels) and the lasagna was very dry. There was no sauce in the lasagna at all. 10 mussels...More",+1 212-713-0015,https://www.tripadvisor.com//Restaurant_Review-g60763-d7814915-Reviews-Loi_Estiatorio-New_York_City_New_York.html,http://www.loiestiatorio.com/dinner/
273,Club A Steakhouse,240 E 58th Street,"New York City, NY 10022-2001","$$$$, American, Steakhouse, Gluten Free Options",4.5 of 5 bubbles,"3,978 reviews",Excellent filet mignon& beautiful ambiance. The service was great and dessert was a delicious. I would definitely return.,+1 212-688-4190,https://www.tripadvisor.com//Restaurant_Review-g60763-d1236281-Reviews-Club_A_Steakhouse-New_York_City_New_York.html,Check The Website for a Menu
274,Ora Di Pasta,1 W 59 Th Street,"New York City, NY 10019","$$ - $$$, Italian, Mediterranean, Vegetarian Friendly",4.5 of 5 bubbles,235 reviews,Decent pasta in a good area of NYC. Very cool restaurant area in the food hall of the Home Alone Plaza Hotel!,+1 646-755-3013,https://www.tripadvisor.com//Restaurant_Review-g60763-d8144717-Reviews-Ora_Di_Pasta-New_York_City_New_York.html,http://demo.wpcharming.com/chicago/#menu
275,New World Bistro Bar,300 Delaware Ave,"Albany, NY 12209-1627","$$ - $$$, American, Bar, Vegetarian Friendly",4.5 of 5 bubbles,706 reviews,"Came with a group of eight people, and had a wonderful evening.  The food was a wide variety, and very high quality.  Service was excellent.  The flatbread deluxe hamburger was a unique burger, and extremely tasty.  The spicy grilled green bean appetizer platter was outstanding....More",+1 518-694-0520,https://www.tripadvisor.com//Restaurant_Review-g29786-d1515170-Reviews-New_World_Bistro_Bar-Albany_New_York.html,Check The Website for a Menu
276,Iron Gate Cafe,182 Washington Ave,"Albany, NY 12210-2304","$$ - $$$, American, Cafe, Vegetarian Friendly",4.5 of 5 bubbles,274 reviews,"Went here for brunch and ordered coffee,bacon and some eggs. Been here a few times for lunch as well and seems to be consistent.",+1 518-445-3555,https://www.tripadvisor.com//Restaurant_Review-g29786-d856608-Reviews-Iron_Gate_Cafe-Albany_New_York.html,Check The Website for a Menu
277,Athos Restaurant,1814 Western Ave,"Albany, NY 12203-4602","$$ - $$$, Seafood, Mediterranean, Greek",4.5 of 5 bubbles,713 reviews,"Amazing food with great variety, delicious appetizers, main dishes and desserts following the original Greek recipes. Excellent and very professional service, friendly personnel.",+1 518-608-6400,https://www.tripadvisor.com//Restaurant_Review-g29786-d2050026-Reviews-Athos_Restaurant-Albany_New_York.html,Check The Website for a Menu
278,Caffe Italia,662 Central Ave,"Albany, NY 12206-1645","$$$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,222 reviews,"The food is excellent & plentiful, the atmosphere & staff are wonderful & friendly.  Very cozy, family restaurant.",+1 518-459-8029,https://www.tripadvisor.com//Restaurant_Review-g29786-d420192-Reviews-Caffe_Italia-Albany_New_York.html,http://www.caffeitaliaalbany.com/page/menu-8.html
279,677 Prime,677 Broadway,"Albany, NY 12207-2998","$$$$, American, Steakhouse, Gluten Free Options",4.5 of 5 bubbles,437 reviews,"Tremendous service.  Nice atmosphere.  Ordered the large filet mignon and it had a lot of grisly fat in the middle.  Didn't complain cause im not one for that, but that is a few times now where my steak there was well below average.  I prefer...More",+1 518-427-7463,https://www.tripadvisor.com//Restaurant_Review-g29786-d829073-Reviews-677_Prime-Albany_New_York.html,Check The Website for a Menu
280,Yono's Restaurant,25 Chapel St,"Albany, NY 12210-2733","$$$$, Indonesian, American, Vegetarian Friendly",4.5 of 5 bubbles,282 reviews,We’ve been in this nice and classy place for dinner with my husband and we remain very satisfied of our four corses menu! Every plate was delicious and service was awesome) The chief was attentive to every guest! Recommended!,+1 518-436-7747,https://www.tripadvisor.com//Restaurant_Review-g29786-d420139-Reviews-Yono_s_Restaurant-Albany_New_York.html,Check The Website for a Menu
281,Grappa '72 Ristorante,818 Central Ave,"Albany, NY 12206-1543","$$ - $$$, Italian, Vegan Options, Vegetarian Friendly",4.5 of 5 bubbles,362 reviews,"Friends raved about this place.  We must have hit a bad night as things were just not right in many ways.  The wait staff tries hard, but must be coached to serve the ladies first, take their orders first, etc.  The water person did a...More",+1 518-482-7200,https://www.tripadvisor.com//Restaurant_Review-g29786-d1752527-Reviews-Grappa_72_Ristorante-Albany_New_York.html,Check The Website for a Menu
282,New World Bistro Bar,300 Delaware Ave,"Albany, NY 12209-1627","$$ - $$$, American, Bar, Vegetarian Friendly",4.5 of 5 bubbles,706 reviews,"Came with a group of eight people, and had a wonderful evening.  The food was a wide variety, and very high quality.  Service was excellent.  The flatbread deluxe hamburger was a unique burger, and extremely tasty.  The spicy grilled green bean appetizer platter was outstanding....More",+1 518-694-0520,https://www.tripadvisor.com//Restaurant_Review-g29786-d1515170-Reviews-New_World_Bistro_Bar-Albany_New_York.html,Check The Website for a Menu
283,Lanie's Cafe,471 Albany Shaker Rd,"Albany, NY 12211-1583","$$ - $$$, Italian, American, Bar",4.5 of 5 bubbles,176 reviews,"While visiting Albany we came here for dinner. It was a long wait (Saturday night and we did not have reservations).  The restaurant was noisy but the food was very good.  As others mentioned, the portions are large.  We saw many people leaving with leftovers,...More",+1 518-438-5005,https://www.tripadvisor.com//Restaurant_Review-g29786-d420672-Reviews-Lanie_s_Cafe-Albany_New_York.html,Check The Website for a Menu
284,black & blue Steak and Crab,1470 Western Ave,"Albany, NY 12203-3538","$$$$, Seafood, American, Steakhouse",4 of 5 bubbles,303 reviews,I chose this restaurant because they had a scallop dish - which is my mom's favorite and we were taking her out for her 80th birthday.  Black and Blue was great.  Not only did they give my mom a birthday card they also brought her...More,+1 518-313-7388,https://www.tripadvisor.com//Restaurant_Review-g29786-d8368391-Reviews-Black_blue_Steak_and_Crab-Albany_New_York.html,https://blackandbluesteakandcrab.com/albany/menu/
285,Delmonico's Italian Steakhouse,1553 Central Ave,"Albany, NY 12205-5044","$$ - $$$, Italian, American, Vegetarian Friendly",4.5 of 5 bubbles,684 reviews,"Best tasting sauce and their veal parm is on the money. Might be a bit of a waiting line, but well worht the wait.",+1 518-456-5656,https://www.tripadvisor.com//Restaurant_Review-g29786-d420248-Reviews-Delmonico_s_Italian_Steakhouse-Albany_New_York.html,https://delmonicositaliansteakhouse.com/menu-2/
286,MezzaNotte,2026 Western Ave,"Albany, NY 12203-5096","$$ - $$$, Italian, Vegan Options, Gluten Free Options",4.5 of 5 bubbles,206 reviews,"Excellent-salad appetizer, and taupenade with our bread, halibut special and cognacs!  We will return. Buonasera!",+1 518-689-4433,https://www.tripadvisor.com//Restaurant_Review-g29786-d913149-Reviews-MezzaNotte-Albany_New_York.html,http://mezzanottealbany.com/menu.html
287,Barcelona Restaurant,1192 Western Ave,"Albany, NY 12203-3315","$$ - $$$, Italian, Seafood, Mediterranean",4.5 of 5 bubbles,227 reviews,"We dined on a Saturday evening, we had reservations and were seated promptly upon our arrival.  It was my husband and my first time at Barcelona Restaurant, we dined with friend who had been here before.  The restaurant is warm and inviting.  Our waiter was...More",+1 518-438-1144,https://www.tripadvisor.com//Restaurant_Review-g29786-d420502-Reviews-Barcelona_Restaurant-Albany_New_York.html,http://www.barcelona-albany.com/dinner-menu/
288,Sri Siam,44 Sherwood Ave,"Rensselaer, NY 12144-3321","$$ - $$$, Asian, Thai, Vegetarian Friendly",4.5 of 5 bubbles,94 reviews,"We've eaten here a few times and gotten take out numerous times over the years.  We've never been disappointed.  Occasionally we will order something different but 4 out of 5 times we both order the Mango curry dishes.  For me, chicken or pork and for...More",518-915-1655,https://www.tripadvisor.com//Restaurant_Review-g48480-d2551748-Reviews-Sri_Siam-Rensselaer_New_York.html,Check The Website for a Menu
289,The City Beer Hall,42 Howard St,"Albany, NY 12207-1608","$$ - $$$, Gastropub, American, Bar",4 of 5 bubbles,246 reviews,"I was here with some friends for brunch, between us the food ordered was a root omelet, winter salad, chicken & waffles and a grilled chicken sandwich. All were happy with their picks and enjoyed it with no complaints. Portions were good for the value,...More",+1 518-449-2337,https://www.tripadvisor.com//Restaurant_Review-g29786-d2529045-Reviews-The_City_Beer_Hall-Albany_New_York.html,Check The Website for a Menu
290,Warehouse Grill & BBQ,219 Wolf Rd,"Albany, NY 12205-1114","$$ - $$$, American, Bar, Barbecue",4 of 5 bubbles,261 reviews,Very good BBQ in the Albany area. The serving sizes are huge. The brisket platter was phenomenal. Good Mac and cheese and collard greens too.,+1 518-489-5227,https://www.tripadvisor.com//Restaurant_Review-g29786-d10400296-Reviews-Warehouse_Grill_BBQ-Albany_New_York.html,http://warehousegrillbbq.com/menu
291,City Line Bar and Grill,1200 Western Ave,"Albany, NY 12203-3326","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,236 reviews,"I went here during Valentine's Day, so reservations were needed. I ordered a Poke bowl and my husband ordered the Mediterranean. My husband ordered his with chicken, but was served without it (he did end up with it after talking to the server). The bowl...More",+1 518-504-1200,https://www.tripadvisor.com//Restaurant_Review-g29786-d7115871-Reviews-City_Line_Bar_and_Grill-Albany_New_York.html,Check The Website for a Menu
292,Albany Pump Station CH Evans Brewing Co.,19 Quackenbush Sq,"Albany, NY 12207-2311","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,918 reviews,"Food was excellent in a warm environment, staff was attentive and patient as we were there a long time. Will definitely be going back! Great menu also!",+1 518-447-9000,https://www.tripadvisor.com//Restaurant_Review-g29786-d491022-Reviews-Albany_Pump_Station_CH_Evans_Brewing_Co-Albany_New_York.html,Check The Website for a Menu
293,Sushi Tei Restaurant,1800 Western Ave,"Albany, NY 12203-4650","$$ - $$$, Japanese, Sushi, Asian",4.5 of 5 bubbles,91 reviews,I started going to Sushi Tei just after it opened.  They have the best food and always have specials to add to their menu.,+1 518-218-0388,https://www.tripadvisor.com//Restaurant_Review-g29786-d1025001-Reviews-Sushi_Tei_Restaurant-Albany_New_York.html,Check The Website for a Menu
294,Casey's Restaurant,77 Washington Ave,"Rensselaer, NY 12144-1551","$$ - $$$, American, Bar, Vegetarian Friendly",4.5 of 5 bubbles,145 reviews,This restaurant has been around for years and I have eaten at it many times both for lunch and an occasional dinner.  In the past they also had nights where the featured meals that could be ordered ahead and picked up.  I even participated in...More,+1 518-463-3318,https://www.tripadvisor.com//Restaurant_Review-g48480-d541706-Reviews-Casey_s_Restaurant-Rensselaer_New_York.html,http://Jimmycaseys.com/caseys_restaurant_rensselaer_menu.html
295,Jack's Oyster House,42-44 State Street,"Albany, NY 12207-2804","$$$$, American, Seafood, Gluten Free Options",4 of 5 bubbles,516 reviews,This restaurant feels like you are walking into the past in a good way. Greeted by a gentleman who was polite and very organized. Our waiter never stopped moving was very polite. He was good about all of our requests. We even had to make...More,+1 518-465-8854,https://www.tripadvisor.com//Restaurant_Review-g29786-d491024-Reviews-Jack_s_Oyster_House-Albany_New_York.html,Check The Website for a Menu
296,Druthers Brewing Company,1053 Broadway,"Albany, NY 12204-2505","$$ - $$$, American, Bar, Pub",4.5 of 5 bubbles,269 reviews,"I was not thrilled with the menu. I did not like my entree. The place was nice, I can see why people enjoy going there, the food was jus ok.",+1 518-650-7996,https://www.tripadvisor.com//Restaurant_Review-g29786-d8130790-Reviews-Druthers_Brewing_Company-Albany_New_York.html,http://www.druthersbrewing.com/locations/albany
297,Mcgeary's,4 Clinton Sq,"Albany, NY 12207-2201","$$ - $$$, American, Irish, Bar",4.5 of 5 bubbles,118 reviews,"With random objects stuck to the walls, limited organization of seating, and a set of patrons on the rougher side, McGeary's is more dive bar than Irish pub. Not necessarily a criticism, just a realistic pub preview. Jerk vegan strips took some crocodile-ish bite pressure...More",+1 518-463-1455,https://www.tripadvisor.com//Restaurant_Review-g29786-d3717542-Reviews-Mcgeary_s-Albany_New_York.html,http://www.mcgearyspub.com/menus/
298,Sweet Basil,370 Delaware Ave,"Albany, NY 12209-1622","$$ - $$$, Asian, Thai, Vegetarian Friendly",4.5 of 5 bubbles,129 reviews,"My mom and I stopped here for lunch on a weekday. The service was great, and the food was even better, we were both very happy with our lunch selections. Be aware that they don't serve alcohol.",+1 518-729-4111,https://www.tripadvisor.com//Restaurant_Review-g29786-d3783647-Reviews-Sweet_Basil-Albany_New_York.html,Check The Website for a Menu
299,The Hollow Bar + Kitchen,79 N Pearl St,"Albany, NY 12207-2293","$$ - $$$, Italian, American, Bar",4 of 5 bubbles,167 reviews,"Chose this place due to location down the street from stadium and menu options. Rustic atmosphere, creative decorating, very friendly staff and delicious dinner. All of us were satisfied. Recommend reservations, even if going at an off time.  Would go here again.",+1 518-426-8550,https://www.tripadvisor.com//Restaurant_Review-g29786-d4765516-Reviews-The_Hollow_Bar_Kitchen-Albany_New_York.html,Check The Website for a Menu
300,Cafe Madison,1108 Madison Ave,"Albany, NY 12208-2276","$$ - $$$, American, Cafe, Vegetarian Friendly",4.5 of 5 bubbles,140 reviews,"Second meal in a row at Madison cafe. Both times waitress NEVER visited table after serving food , at breakfast a side was forgotten and finally we ask another waiter and he brought it by after we finished our meal - never offered coffee refill...More",+1 518-935-1094,https://www.tripadvisor.com//Restaurant_Review-g29786-d4415180-Reviews-Cafe_Madison-Albany_New_York.html,https://www.cafemadisonalbany.com/menu/
301,Skyline Diner,314 Columbia St,"Rensselaer, NY 12144-2919","$, American, Diner, Vegetarian Friendly",4.5 of 5 bubbles,63 reviews,"If your looking for great food,fast service and friendly staff, skyline is a must try We only go for breakfast but im sure all there food is good.",+1 518-434-0233,https://www.tripadvisor.com//Restaurant_Review-g48480-d3608839-Reviews-Skyline_Diner-Rensselaer_New_York.html,Check The Website for a Menu
302,The Standard Restaurant & Lounge,1 Crossgates Mall Rd,"Albany, NY 12203-5368","$$ - $$$, American, Bar, Contemporary",4 of 5 bubbles,360 reviews,"Very good food with super service. I would recommend the salads, although our neighbors had wonderful looking cappucinos.",+1 518-452-7007,https://www.tripadvisor.com//Restaurant_Review-g29786-d1415549-Reviews-The_Standard_Restaurant_Lounge-Albany_New_York.html,Check The Website for a Menu
303,99 Restaurants,107 Wolf Road,"Albany, NY 12205","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,144 reviews,"Food typical for any chain , though tasty and good size servings. Played Trivia with about 25 people and  with a trivia caller it was fun at the bar- where we ate - happy hour",+1 518-446-9909,https://www.tripadvisor.com//Restaurant_Review-g29786-d420704-Reviews-99_Restaurants-Albany_New_York.html,http://www.99restaurants.com/menu
304,The Cheesecake Factory,131 Wolf Road,"Albany, NY 12205","$$ - $$$, Italian, American, Vegetarian Friendly",4 of 5 bubbles,777 reviews,The restaurant is big and food was great. Lots to choose from and the dishes I ordered were amazing. Cheesecake is a bit pricey.,+1 518-453-2500,https://www.tripadvisor.com//Restaurant_Review-g29786-d912246-Reviews-The_Cheesecake_Factory-Albany_New_York.html,https://order.thecheesecakefactory.com/menu/albany-ny
305,Rain,259 Lark St,"Albany, NY 12210-1159","$$ - $$$, Chinese, Asian, Vegetarian Friendly",4.5 of 5 bubbles,99 reviews,"I had high hopes for this restaurant, as it had been rated quite well.  While two of us enjoyed their entrees, 2 of us didn't (way too bland).  I added some hot mustard to improve the taste in my dish.  While there were some dishes...More",+1 518-729-4827,https://www.tripadvisor.com//Restaurant_Review-g29786-d5551824-Reviews-Rain-Albany_New_York.html,http://www.rainalbany.com/menu.html
306,Bruno's Restaurant,15822 Crossbay Blvd,"Howard Beach, NY 11414-3136","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,321 reviews,Go there often the food is amazing the ambiance is great and it is quiet and relaxing owner always on site  a intimate restaurant and as I said u will not be unhappy with the food,+1 718-322-7866,https://www.tripadvisor.com//Restaurant_Review-g47927-d3443575-Reviews-Bruno_s_Restaurant-Howard_Beach_Queens_New_York.html,Check The Website for a Menu
307,The Door,16307 Baisley Blvd,"Jamaica, NY 11434-2508","$$ - $$$, Caribbean, Jamaican, Vegetarian Friendly",4.5 of 5 bubbles,308 reviews,"Make stupid mistake placing and have the nerve to be arguing with customers, Not doing job correctly short African looking bald headed woman",+1 718-525-1083,https://www.tripadvisor.com//Restaurant_Review-g47962-d3135696-Reviews-The_Door-Jamaica_Queens_New_York.html,http://thedoorrestaurant.nyc/#menu-food
308,144 Restaurant and Lounge,14402 135th Ave,"Jamaica, NY 11436-2200","$$ - $$$, American, Bar, Vegetarian Friendly",4 of 5 bubbles,241 reviews,"On our way to Italy and staying at the Hilton JFK 
And decided to eat at 144 restaurant in the hotel and had a great server Vaan Davis that made the whole experience great and to top it off we enjoyed food which was great.....More",+1 718-659-0200,https://www.tripadvisor.com//Restaurant_Review-g47962-d4472591-Reviews-144_Restaurant_and_Lounge-Jamaica_Queens_New_York.html,Check The Website for a Menu
309,Don Peppe's,13558 Lefferts Blvd,"Ozone Park, NY 11420-3602","$$ - $$$, Italian, Vegetarian Friendly",4.5 of 5 bubbles,183 reviews,"Yes, thats right.  DP's is THE place for baked clam's. The shrimp Don Pepe is also to die for.  So is the Chicken Don Pepe. The only alcohol is homemade red and white wine, and quite frankly, its VERY good! Not costly, won't get drunk,...More",+1 718-843-9547,https://www.tripadvisor.com//Restaurant_Review-g48355-d1135121-Reviews-Don_Peppe_s-Ozone_Park_Queens_New_York.html,Check The Website for a Menu
310,O Lavrador Restaurant,13840 101st Ave,"Jamaica, NY 11435-4623","$$ - $$$, Seafood, European, Portuguese",4.5 of 5 bubbles,92 reviews,"O Lavrador is a Portugese/Spanish restaurant in Jamaica, Queens, New York.  Whenever I visit my friends and family in the New York area, we love to check out new restaurants as well as favorites.  The staff was very friendly but unobtrusive.  The atmosphere is cozy...More",+1 718-526-1526,https://www.tripadvisor.com//Restaurant_Review-g47962-d424766-Reviews-O_Lavrador_Restaurant-Jamaica_Queens_New_York.html,Check The Website for a Menu
311,Zum Stammtisch Restaurant,6946 Myrtle Ave,"Glendale, NY 11385-7263","$$ - $$$, German",4.5 of 5 bubbles,240 reviews,This Is a classic German restaurant.  The interior will send your imagination right to Bavaria and the cuisine will satisfy your palate as if you were in Munich.  The portions are more than generous.  It seems everyone goes home with a take home package.  I've...More,+1 718-386-3014,https://www.tripadvisor.com//Restaurant_Review-g47793-d445230-Reviews-Zum_Stammtisch_Restaurant-Glendale_New_York.html,Check The Website for a Menu
312,Vetro by Russo's on the Bay,16449 Crossbay Blvd,"Howard Beach, NY 11414-3743","$$$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,138 reviews,Had a nice dinner here with my wife. Food was very good and so was service. I had the scallops special which was very fresh and an excellent choice.  The cannoli Sunday was a very tasty dessert.,+1 718-843-8387,https://www.tripadvisor.com//Restaurant_Review-g47927-d1986917-Reviews-Vetro_by_Russo_s_on_the_Bay-Howard_Beach_Queens_New_York.html,Check The Website for a Menu
313,Hilton Garden Inns Restaurant,14818 134th St,"Jamaica, NY 11430-1507","$$ - $$$, American",4 of 5 bubbles,133 reviews,"Had the breakfast buffet on Saturday. We had a large group all traveling together and the staff worked tirelessly 
to accommodate everyone who chose to have the buffet.

 The lunch and dinner offerings had many choices.

The dining area is quite small for the size...More",+1 718-322-4448,https://www.tripadvisor.com//Restaurant_Review-g47962-d4472838-Reviews-Hilton_Garden_Inns_Restaurant-Jamaica_Queens_New_York.html,Check The Website for a Menu
314,Lenny's Clam Bar & Restaurant,16103 Crossbay Blvd,"Howard Beach, NY 11414-3442","$$ - $$$, Italian, Seafood, Gluten Free Options",4 of 5 bubbles,225 reviews,"We had a layover in New York our bartender at our hotel highly recommended Lenny’s clam bar & Restaurant. He told us we would not go wrong. I had the CHICKEN OREGANATA which was delicious, i was given the choice of potato and veggie or...More",+1 718-845-5100,https://www.tripadvisor.com//Restaurant_Review-g47927-d1027727-Reviews-Lenny_s_Clam_Bar_Restaurant-Howard_Beach_Queens_New_York.html,Check The Website for a Menu
315,Matteos,15510 Crossbay Blvd,"Howard Beach, NY 11414-2743","$$ - $$$, Italian, Vegetarian Friendly, Gluten Free Options",4.5 of 5 bubbles,86 reviews,"Went as a group of friends with significant others and spent nearly 3 hours there.  The service was excellent, the attention to detail, the large selection of Italian cuisine was great but made it difficult to select, and we had a great time.  If I...More",+1 718-322-2606,https://www.tripadvisor.com//Restaurant_Review-g47927-d4334786-Reviews-Matteos-Howard_Beach_Queens_New_York.html,http://www.matteoshowardbeach.com/pages/dinner-menu
316,Margherita Pizza Incorporated,16304 Jamaica Ave,"Jamaica, NY 11432-4912","$, Pizza, Fast Food, Italian",5 of 5 bubbles,37 reviews,"I stopped by at this neighborhood joint for 2 quick slices. Great pizza. Not quite NY style, but some may even prefer it.",+1 718-657-5780,https://www.tripadvisor.com//Restaurant_Review-g47962-d871107-Reviews-Margherita_Pizza_Incorporated-Jamaica_Queens_New_York.html,Check The Website for a Menu
317,Il Poeta,9804 Metropolitan Ave,"Forest Hills, NY 11375-6628","$$ - $$$, Italian, Vegetarian Friendly",4.5 of 5 bubbles,56 reviews,"Good authentic Italian.  
The best restaurant since the great Tazzina closed its doors.
Hugely popular for good reason.",+1 718-544-4223,https://www.tripadvisor.com//Restaurant_Review-g47732-d4655847-Reviews-Il_Poeta-Forest_Hills_Queens_New_York.html,Check The Website for a Menu
318,Gino's Pizzeria,15846 Crossbay Blvd,"Howard Beach, NY 11414-3136","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4 of 5 bubbles,106 reviews,"YUM! The service at Gino’s is quick and extremely hospitable, the food is fresh and yummy. Highly recommend.",+1 718-738-4113,https://www.tripadvisor.com//Restaurant_Review-g47927-d1109584-Reviews-Gino_s_Pizzeria-Howard_Beach_Queens_New_York.html,Check The Website for a Menu
319,Aldo's II Pizzeria and Restaurant,Pitkin ave crossbay blvd,"Ozone Park, NY 11417-2803","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4 of 5 bubbles,60 reviews,nice uhgey738ju3b u4y4hf 4jfr84nf u4yrg7gy7tf4uhf8h4f ffi84hfnjn4fhuhff fu4hfu4hfu4fh fu4bfu4gfuf ufhbu4hfunfhb 48fgu4hf8ih4nr fhu4nfi4u8fhf u74bfu4f,+1 718-848-6895,https://www.tripadvisor.com//Restaurant_Review-g48355-d4678842-Reviews-Aldo_s_II_Pizzeria_and_Restaurant-Ozone_Park_Queens_New_York.html,Check The Website for a Menu
320,Dani's House Of Pizza,8128 Lefferts Blvd,"Jamaica, NY 11415-1729","$, Italian, Vegetarian Friendly",4 of 5 bubbles,87 reviews,"Wanted to see what the fuss was about, as I always see lines out the door.  Meh, average slice, fair crust, not great.  Sauce was a little sweet for my taste.  Overall quite average, I've had better in the neighborhood.",+1 718-846-2849,https://www.tripadvisor.com//Restaurant_Review-g47962-d424755-Reviews-Dani_s_House_Of_Pizza-Jamaica_Queens_New_York.html,Check The Website for a Menu
